County Code,District Code,School Code,School Name,Zip Code,Average Days Absent,ChronicAbsenteeismRate,Dropout (Rate),Non-Stability Rate (percent),Suspension Rate (Total),Mean Scale Score,average2021
19,64535.0,1932763.0,El Segundo High,90245.0,0.0,0.0,0.0,2.9153846153846152,0.0,2657.7,1626418.75
19,64568.0,1932144.0,Crescenta Valley High,91214.0,5.20625,1.6285714285714286,0.10833333333333334,5.435714285714286,0.24615384615384617,2662.3,1074317.5833333333
19,64568.0,1933472.0,Daily (Allan F.) High (Continuation),91206.0,20.233333333333334,46.65,10.277777777777779,64.31818181818181,1.5,2447.1000000000004,1028661.4166666666
19,64568.0,1933530.0,Glendale High,91205.0,7.33125,4.535714285714286,2.43,6.3500000000000005,0.15384615384615385,2536.1,827637.0833333334
19,64568.0,1934082.0,Herbert Hoover High,91202.0,5.475,2.335714285714286,1.1636363636363638,7.6499999999999995,0.2,2559.2,1061617.4166666667
19,64568.0,1995497.0,Verdugo Academy,91214.0,29.99375,15.549999999999999,2.2800000000000002,49.05333333333333,0.0,2516.592857142857,1074317.5833333333
19,64568.0,1996131.0,Anderson W. Clark Magnet High,91214.0,2.0357142857142856,0.04615384615384616,0.0,2.1461538461538465,0.03333333333333333,2687.7,1074317.5833333333
19,64576.0,1933597.0,Glendora High,91741.0,6.446666666666667,3.7846153846153845,0.45454545454545453,6.478571428571428,0.2,2609.85,846654.75
19,64576.0,1939677.0,Whitcomb Continuation High,91740.0,41.160000000000004,73.4625,3.08,46.425,0.0,2468.35,676118.25
19,64584.0,1996305.0,Gorman Learning Center,92374.0,13.195454545454547,3.995,24.957142857142856,14.915000000000001,0.0,2481.707142857143,471917.0
19,64592.0,100354.0,Hawthorne Math and Science Academy,90250.0,2.5384615384615383,0.16666666666666666,1.7714285714285716,2.1999999999999997,0.0,2652.6000000000004,796516.6666666666
19,64634.0,1934231.0,Inglewood High,90301.0,16.258333333333333,21.96,10.911111111111111,12.89,0.0,2492.1000000000004,630260.5
19,64634.0,1934249.0,Inglewood Continuation High,90301.0,58.239999999999995,91.76666666666667,100.0,80.46666666666667,0.0,2388.25,630260.5
19,64634.0,1936046.0,Morningside High,90303.0,21.0,29.022222222222222,13.175,17.65555555555555,0.0,2468.45,738138.75
19,64634.0,1996529.0,City Honors International Preparatory High,90301.0,9.299999999999999,6.666666666666667,2.0,5.933333333333334,0.0,2525.2,630260.5
19,64634.0,1996586.0,Animo Inglewood Charter High,90305.0,11.033333333333333,6.82,0.0,1.42,0.1,2556.45,784522.3333333334
19,64659.0,1934611.0,La Canada High,91011.0,4.929411764705883,1.1733333333333333,0.0,2.86,0.25000000000000006,2684.1666666666665,1685673.0
19,64683.0,1930080.0,Agoura High,91301.0,6.225,2.35,2.7444444444444445,4.671428571428572,0.02307692307692308,2631.8999999999996,1067159.5833333333
19,64683.0,1931781.0,Calabasas High,91302.0,8.193333333333333,4.015384615384615,2.822222222222222,5.3538461538461535,0.0,2601.0,1706426.3333333333
19,64709.0,100602.0,"Lennox Mathematics, Science and Technology Academy",90304.0,2.95,0.6222222222222222,3.6714285714285717,1.088888888888889,0.0,2606.05,676449.6666666666
19,64709.0,1996313.0,Animo Leadership High,90301.0,10.581818181818182,8.288888888888888,4.971428571428571,2.533333333333333,0.3125,2571.1499999999996,630260.5
19,64725.0,127381.0,"Ernest S. McBride, Sr. High",90808.0,11.33125,7.6571428571428575,3.8333333333333335,4.0928571428571425,0.0,2611.75,847772.8333333334
19,64725.0,132324.0,Eunice Sato Academy of Math & Science,90815.0,5.633333333333334,3.4153846153846152,0.0,4.130769230769231,0.0,2716.35,871370.25
19,64725.0,135525.0,Richard D. Browning High,90804.0,15.66875,19.214285714285715,6.375,6.864285714285714,0.0,2516.5,595549.9166666666
19,64725.0,1930411.0,Avalon K-12,90704.0,8.94375,9.985714285714286,8.6,5.471428571428571,0.0,2460.3857142857146,762056.75
